round,order,operation,iterations,fixed_ns,mini_ns,checksum,canonical_result
10,fixed-then-mini,div,1000,588000,712000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
10,fixed-then-mini,gcd,1000,88681000,35836000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
10,fixed-then-mini,invmod,1000,73848000,43750000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
10,fixed-then-mini,sqrt,1000,5687000,6748000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
11,mini-then-fixed,mul,1000,184000,311000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
11,mini-then-fixed,div,1000,587000,693000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
11,mini-then-fixed,gcd,1000,89855000,36095000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
11,mini-then-fixed,invmod,1000,74151000,42880000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
11,mini-then-fixed,sqrt,1000,5703000,6677000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
12,fixed-then-mini,mul,1000,201000,331000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
12,fixed-then-mini,div,1000,574000,680000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
12,fixed-then-mini,gcd,1000,89329000,35644000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
12,fixed-then-mini,invmod,1000,75249000,42466000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
12,fixed-then-mini,sqrt,1000,5735000,6718000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
13,mini-then-fixed,mul,1000,185000,319000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
13,mini-then-fixed,div,1000,586000,693000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
13,mini-then-fixed,gcd,1000,89213000,35797000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
13,mini-then-fixed,invmod,1000,74211000,42616000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
13,mini-then-fixed,sqrt,1000,5635000,6788000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
14,fixed-then-mini,mul,1000,184000,322000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
14,fixed-then-mini,div,1000,586000,689000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
14,fixed-then-mini,gcd,1000,88405000,35753000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
14,fixed-then-mini,invmod,1000,73705000,42161000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
14,fixed-then-mini,sqrt,1000,5617000,6688000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
15,mini-then-fixed,mul,1000,186000,311000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
15,mini-then-fixed,div,1000,585000,682000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
15,mini-then-fixed,gcd,1000,88653000,35800000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
15,mini-then-fixed,invmod,1000,74025000,42317000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
15,mini-then-fixed,sqrt,1000,5612000,6639000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
16,fixed-then-mini,mul,1000,185000,315000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
16,fixed-then-mini,div,1000,587000,695000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
16,fixed-then-mini,gcd,1000,88936000,35629000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
16,fixed-then-mini,invmod,1000,73762000,43135000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
16,fixed-then-mini,sqrt,1000,5626000,6922000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
17,mini-then-fixed,mul,1000,185000,309000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
17,mini-then-fixed,div,1000,586000,708000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
17,mini-then-fixed,gcd,1000,89863000,36674000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
17,mini-then-fixed,invmod,1000,74013000,43233000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
17,mini-then-fixed,sqrt,1000,5634000,6670000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
18,fixed-then-mini,mul,1000,184000,315000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
18,fixed-then-mini,div,1000,586000,681000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
18,fixed-then-mini,gcd,1000,88897000,36053000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
18,fixed-then-mini,invmod,1000,74382000,42931000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
18,fixed-then-mini,sqrt,1000,5785000,6711000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
19,mini-then-fixed,mul,1000,193000,311000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
19,mini-then-fixed,div,1000,609000,687000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
19,mini-then-fixed,gcd,1000,88878000,35674000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
19,mini-then-fixed,invmod,1000,74127000,42669000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
19,mini-then-fixed,sqrt,1000,5629000,6669000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
20,fixed-then-mini,mul,1000,185000,352000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
